,,,Totals, ,01/03/22, ,01/04/22, ,01/05/22, ,01/06/22, ,01/07/22, ,01/08/22, ,01/09/22, ,01/10/22, ,01/11/22, ,01/12/22, ,01/01/23, ,01/02/23, ,01/03/23, ,01/04/23, ,01/05/23, ,01/06/23, ,01/07/23, ,01/08/23, ,01/09/23, ,01/10/23, ,01/11/23, ,01/12/23, ,01/01/24, ,01/02/24, ,01/03/24, ,01/04/24, ,01/05/24, ,01/06/24, ,01/07/24, ,01/08/24, ,01/09/24, ,01/10/24, ,01/11/24, ,01/12/24, ,01/01/25, ,01/02/25, ,01/03/25, ,01/04/25, ,01/05/25, ,01/06/25, ,01/07/25, ,01/08/25, ,01/09/25, ,01/10/25, ,01/11/25, ,01/12/25, ,01/01/26, ,01/02/26, ,01/03/26, ,01/04/26, 
Product Code,Product Description,Department,< Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%)
52933,BW KUDU DROEWORS,2,152.559,0.31,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.984,0.15,1.012,0.15,1.232,0.16,1.350,0.19,2.598,0.31,0.472,0.06,1.394,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.260,0.39,10.768,1.00,9.302,0.71,7.972,0.49,9.956,0.85,10.126,0.80,6.890,0.51,7.604,0.55,3.572,0.21,3.201,0.23,6.338,0.41,7.670,0.47,4.466,0.44,6.820,0.59,7.142,0.66,9.220,0.61,6.254,0.64,7.312,0.89,10.362,1.17,4.282,0.94
39912,WHOLE MUTTON,2,152.396,0.04,15.145,0.19,42.039,0.47,14.615,0.49,31.259,0.68,19.415,0.24,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,20.843,0.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,9.080,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
54630,SPAR T&T P/LOIN RIB 1KG BBQ,2,146.000,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,15.000,0.31,3.000,0.10,18.000,0.25,16.000,0.29,29.000,0.65,19.000,1.59,13.000,0.90,10.000,0.30,11.000,0.32,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,9.000,0.17,3.000,0.13
62040,BW OUBAAS SALAMI SINGLE STICKS,2,139.000,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,18.000,0.04,69.000,0.14,49.000,0.11,2.000,0.00,1.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
46490,FLANK  BEEF STEW CUBES,2,135.426,0.04,0.000,0.00,0.000,0.00,18.065,0.66,0.000,0.00,23.636,0.52,0.000,0.00,0.000,0.00,19.759,0.69,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,35.848,0.46,7.692,0.21,30.426,0.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
52683,SPAR T&T LAMB SKPDJIES FR P/KG,2,132.737,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.636,0.13,8.403,0.20,0.992,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.956,0.07,0.566,0.01,4.320,0.08,5.102,0.09,19.136,0.33,19.248,0.34,5.410,0.08,14.322,0.16,7.498,0.13,11.347,0.16,7.471,0.07,7.229,0.15,5.097,0.12,1.348,0.03,3.348,0.08,2.308,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62047,BULK KAROO BRAAI WORS,2,128.478,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,32.160,0.40,62.705,0.78,33.613,0.46,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
54107,DELI-CO PORK ESPETADA,2,126.623,0.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.362,0.19,10.765,0.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,7.882,0.26,16.623,0.61,9.636,0.36,4.098,0.16,8.146,0.32,9.706,0.26,11.165,0.28,9.061,0.34,3.541,0.11,9.538,0.33,5.258,0.18,0.588,0.02,7.238,0.24,0.000,0.00,3.798,0.09,0.000,0.00,0.000,0.00,3.218,0.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34256,MUTTON BRAAI RIB,2,124.954,0.09,1.982,0.08,1.568,0.06,0.000,0.00,2.422,0.11,0.000,0.00,1.554,0.08,1.160,0.04,0.000,0.00,0.716,0.02,5.696,0.09,1.700,0.08,0.000,0.00,3.876,0.13,2.420,0.08,1.874,0.08,2.250,0.07,3.262,0.15,1.080,0.07,2.254,0.13,2.662,0.17,0.000,0.00,6.786,0.17,2.372,0.11,3.299,0.15,0.000,0.00,1.628,0.07,0.772,0.03,5.846,0.23,4.854,0.20,0.720,0.03,3.484,0.11,4.548,0.14,1.536,0.04,7.012,0.13,0.442,0.01,1.430,0.04,5.830,0.18,4.516,0.14,3.970,0.04,6.704,0.21,4.605,0.14,3.426,0.11,1.840,0.08,6.596,0.30,1.138,0.05,1.518,0.03,0.000,0.00,1.260,0.04,1.052,0.03,1.294,0.08
12112,SPAR T&T PICKLED TONGUE,2,124.000,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.728,0.12,51.423,0.97,2.116,0.07,1.710,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,30.629,0.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,8.626,0.05,22.768,0.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
45713,ELIM SALAMI STICKS,2,121.325,0.19,6.330,0.56,10.022,0.80,13.572,1.25,12.290,1.16,4.342,0.32,10.788,0.83,7.716,0.53,3.762,0.29,5.846,0.45,6.242,0.29,6.740,0.62,6.572,0.58,5.503,0.48,2.864,0.27,0.918,0.10,0.528,0.05,1.708,0.27,2.570,0.54,1.942,0.35,2.648,0.52,2.564,0.49,1.872,0.25,1.684,0.38,1.012,0.22,0.326,0.05,0.964,0.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34191,BEEF ROAST,2,120.006,0.04,0.000,0.00,0.000,0.00,0.000,0.00,1.162,0.05,3.534,0.13,2.752,0.11,0.000,0.00,1.640,0.06,0.000,0.00,0.000,0.00,5.657,0.20,0.000,0.00,2.582,0.08,0.000,0.00,0.000,0.00,0.000,0.00,2.116,0.07,2.823,0.01,20.022,0.24,14.263,0.19,19.372,0.35,4.630,0.09,1.348,-0.00,9.328,0.18,2.140,0.04,0.974,0.02,18.238,0.31,4.707,0.07,0.000,0.00,2.718,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
52936,BW BEEF BITES PLAIN,2,116.764,0.35,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.660,0.12,1.382,0.25,1.606,0.25,2.250,0.38,3.130,0.45,1.982,0.31,1.766,0.27,2.092,0.22,4.078,0.73,4.034,0.71,4.686,0.62,6.510,1.05,4.982,0.69,4.746,0.68,5.188,0.78,4.752,0.62,3.780,0.51,5.576,0.77,3.566,0.42,5.426,0.48,3.972,0.53,5.458,0.64,2.422,0.25,2.638,0.27,2.925,0.27,4.540,0.50,3.692,0.48,3.090,0.41,3.711,0.68,3.942,0.54,4.384,0.63,1.428,0.15,1.392,0.22,0.978,0.18,0.000,0.00,0.000,0.00
63414,BULK PORK SIRLION,2,115.166,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,34.108,0.55,34.586,0.77,25.908,0.55,3.062,0.07,0.000,0.00,14.368,0.40,3.134,0.10,0.000,0.00,0.000,0.00
62046,KAROO BRAAI WORS,2,111.027,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.784,0.21,66.081,1.09,34.162,0.61,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
54125,BULK BRAAI PACK,2,109.880,0.07,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,14.801,0.56,76.493,2.37,0.000,0.00,6.100,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.486,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
60726,BW WAGYU DROEWORS,2,108.197,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.272,0.24,4.890,0.45,8.524,0.72,7.858,0.67,9.476,0.73,7.530,0.65,8.974,0.62,6.478,0.38,6.573,0.69,7.842,0.75,6.434,0.65,6.548,0.47,4.698,0.52,6.966,0.70,9.092,0.80,4.042,0.69
38928,T&T PORK BELLY ROAST,2,104.436,0.07,0.000,0.00,13.376,-0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.998,0.38,8.474,0.62,9.876,0.50,1.184,0.09,3.692,0.31,0.000,0.00,8.728,0.33,6.296,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,26.984,0.27,0.000,0.00,0.000,0.00,6.028,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.448,0.09,3.676,0.15,8.676,0.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
63222,B/FLY  MINCE,2,98.042,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,21.362,0.23,36.632,0.50,26.708,0.32,13.340,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
63735,PIERE SE BOBAAS BOEREWORS P/KG,2,95.503,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.751,0.24,0.000,0.00,0.000,0.00,26.094,0.26,18.414,0.23,28.924,0.40,15.320,0.20,0.000,0.00
32045,BABELAS MIX,2,92.612,0.07,0.850,0.03,5.024,0.15,0.000,0.00,12.582,0.43,8.778,0.24,4.938,0.14,4.510,0.11,8.788,0.25,6.466,0.18,8.980,0.15,4.824,0.16,5.350,0.17,6.132,0.51,1.102,0.11,2.468,0.27,0.658,0.07,1.294,0.12,2.294,0.23,0.276,0.02,1.926,0.18,0.446,0.04,0.000,0.00,0.540,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.208,0.20,2.178,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
52938,BW BEEF BITES CHUTNEY,2,91.853,0.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.170,0.03,1.096,0.20,3.316,0.52,1.856,0.31,2.352,0.34,2.822,0.45,2.786,0.42,2.632,0.28,3.582,0.64,4.406,0.77,4.632,0.62,4.638,0.75,4.844,0.67,4.016,0.58,3.834,0.58,4.796,0.62,3.232,0.44,3.180,0.44,4.424,0.52,4.332,0.39,3.724,0.49,2.604,0.31,1.664,0.17,2.798,0.28,3.021,0.28,1.578,0.17,3.060,0.38,1.950,0.24,1.908,0.35,1.750,0.24,0.000,0.00,0.238,0.02,0.612,0.10,0.000,0.00,0.000,0.00,0.000,0.00
51712,SHEEP/LAMB TRIPE-TROT,2,90.411,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,21.814,0.63,2.126,0.04,0.000,0.00,3.576,0.11,1.220,0.04,3.560,0.10,8.494,0.25,2.192,0.06,0.000,0.00,3.434,0.09,7.088,0.11,1.801,0.06,4.628,0.14,3.432,0.08,3.576,0.10,1.188,0.03,0.000,0.00,3.902,0.03,1.367,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.351,0.04,5.560,0.12,2.440,0.07,1.236,0.03,5.426,0.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
44221,SPAR SLT OSTRICH BURGER,2,90.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.000,0.07,17.000,0.35,9.000,0.11,0.000,0.00,2.000,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.000,0.11,5.000,0.11,0.000,0.00,3.000,0.02,6.000,0.05,0.000,0.00,4.000,0.03,4.000,0.03,0.000,0.00,12.000,0.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.000,0.06,12.000,0.11,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12317,T&T BACON STREAKY,2,88.000,0.04,0.000,0.00,0.000,0.00,4.000,0.09,2.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.000,0.06,2.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,3.000,0.05,4.000,0.09,12.000,0.19,5.000,0.13,0.000,0.00,0.000,0.00,0.000,0.00,10.000,0.32,5.000,0.17,7.000,0.25,6.000,0.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,19.000,0.15,4.000,0.05,0.000,0.00,0.000,0.00,0.000,0.00
34154,BEEF CHUCK A GRADE,2,85.969,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,13.848,0.50,5.354,0.15,0.000,0.00,2.074,0.09,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,12.814,0.10,0.869,0.03,12.362,0.30,0.000,0.00,0.000,0.00,0.000,0.00,27.972,0.44,10.676,0.28,0.000,0.00
12650, PORK SHANKS STEW,2,85.381,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,85.381,1.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
54124,BRAAI PACK,2,85.016,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,14.128,0.66,25.150,1.01,3.804,0.17,0.000,0.00,5.584,0.16,0.000,0.00,0.000,0.00,1.350,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,35.000,0.10,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
59020,BW OUBAAS DROEWORS,2,85.000,0.07,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.000,0.24,2.000,0.08,0.000,0.00,0.000,0.00,0.000,0.00,6.000,0.25,13.000,0.53,7.000,0.28,8.000,0.26,5.000,0.18,5.000,0.17,7.000,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.000,0.12,8.000,0.27,10.000,0.32,4.000,0.25
