,,,Totals, ,01/03/22, ,01/04/22, ,01/05/22, ,01/06/22, ,01/07/22, ,01/08/22, ,01/09/22, ,01/10/22, ,01/11/22, ,01/12/22, ,01/01/23, ,01/02/23, ,01/03/23, ,01/04/23, ,01/05/23, ,01/06/23, ,01/07/23, ,01/08/23, ,01/09/23, ,01/10/23, ,01/11/23, ,01/12/23, ,01/01/24, ,01/02/24, ,01/03/24, ,01/04/24, ,01/05/24, ,01/06/24, ,01/07/24, ,01/08/24, ,01/09/24, ,01/10/24, ,01/11/24, ,01/12/24, ,01/01/25, ,01/02/25, ,01/03/25, ,01/04/25, ,01/05/25, ,01/06/25, ,01/07/25, ,01/08/25, ,01/09/25, ,01/10/25, ,01/11/25, ,01/12/25, ,01/01/26, ,01/02/26, ,01/03/26, ,01/04/26, 
Product Code,Product Description,Department,< Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%),Sales Quantity,GP Ratio (%)
39216,CHARGRILL BURGER,2,827.994,0.23,0.000,0.00,12.372,0.25,11.032,0.25,17.996,0.42,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,11.778,0.08,26.376,0.20,36.346,0.13,21.811,0.13,28.029,0.19,10.058,0.06,52.651,0.33,17.870,0.16,22.932,0.25,30.313,0.56,20.033,0.36,23.708,0.33,10.564,0.07,24.373,0.35,14.512,0.22,0.000,0.00,0.000,0.00,19.896,0.28,4.324,0.06,0.000,0.00,4.858,0.04,0.000,0.00,45.722,0.58,15.504,0.18,49.936,0.81,16.223,0.34,0.000,0.00,0.000,0.00,0.000,0.00,18.886,0.51,2.942,0.07,43.024,1.10,21.028,0.15,35.698,0.30,56.218,0.90,55.036,0.66,45.945,1.67
63472,SPAR T&T PORK STEAK TEXAN P/KG,2,827.871,0.33,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,77.047,0.69,98.442,1.25,101.608,1.75,100.150,1.85,164.494,2.39,81.420,1.85,75.678,1.90,82.109,1.41,46.923,1.10
39771,PET'S DROEWORS,2,801.000,0.96,33.312,2.97,26.656,2.15,7.530,0.70,16.906,1.61,18.492,1.39,17.440,1.37,26.930,1.88,20.154,1.59,19.406,1.52,24.236,1.14,17.012,1.60,19.102,1.71,13.272,0.93,11.072,0.77,22.546,1.77,22.166,1.66,19.650,1.30,5.264,0.37,4.922,0.30,26.256,1.75,21.186,1.36,19.060,0.85,18.452,1.38,17.692,1.30,26.166,1.47,14.082,0.95,1.290,0.08,0.118,0.01,19.516,1.23,6.818,0.37,5.232,0.30,7.336,0.43,16.318,0.78,19.878,0.73,15.788,0.93,7.946,0.41,7.638,0.35,18.464,0.85,15.082,0.64,16.422,0.76,24.084,1.07,21.680,0.91,16.324,0.88,17.966,0.86,11.700,0.59,0.000,0.00,14.458,0.81,21.900,1.37,18.232,1.06,7.848,0.89
34261,MUTTON LEG CHOP,2,761.055,0.68,0.710,0.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.410,0.03,1.516,0.06,11.552,0.44,11.930,0.45,10.556,0.23,3.024,0.17,0.000,0.00,1.174,0.04,0.548,0.02,6.455,0.09,0.724,0.05,0.944,0.07,2.000,0.17,0.000,0.00,0.000,0.00,0.694,0.05,0.000,0.00,3.488,0.20,20.161,1.08,23.350,0.87,16.036,0.72,18.190,0.69,32.484,1.30,39.832,1.66,24.238,0.95,26.006,1.23,19.526,0.94,11.370,0.44,34.842,1.03,3.518,0.17,21.198,0.89,39.616,1.50,27.586,1.04,33.780,1.04,38.141,1.51,36.254,1.73,32.398,1.18,35.692,1.50,41.016,1.59,29.988,1.23,24.524,0.55,18.142,0.60,19.148,0.70,27.058,0.93,11.236,0.75
34184,BEEF TEXAN STEAK,2,700.567,0.37,12.268,0.55,12.238,0.34,8.187,0.24,17.111,0.64,17.786,0.55,13.746,0.43,47.864,1.33,27.388,1.19,14.556,0.64,45.260,1.20,22.137,0.92,17.310,0.68,30.525,1.00,32.732,1.04,3.534,0.16,14.169,0.62,11.724,0.41,16.137,-0.01,33.133,0.28,39.764,0.35,12.628,0.20,27.800,0.62,14.753,0.44,15.360,0.36,38.870,0.21,24.722,0.33,11.078,0.25,0.000,0.00,0.000,0.00,0.000,0.00,18.526,0.26,13.560,0.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.970,0.28,24.942,1.50,16.452,1.00,2.706,0.16,10.827,0.42,5.784,0.15,15.070,0.28,4.950,0.10,0.000,0.00,0.000,0.00
63526,BEEF OXTAIL,2,637.470,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.488,0.06,5.766,0.17,28.210,0.74,160.309,0.34,106.774,1.72,94.014,1.10,128.909,1.66,98.758,1.05,12.242,0.48
34250,LAMB SHANK,2,636.113,0.51,9.756,0.45,9.112,0.39,5.132,0.25,2.536,0.12,5.800,0.43,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.470,0.03,4.980,0.35,5.669,0.35,13.314,0.66,8.111,0.42,6.150,0.29,7.836,0.38,11.670,0.54,11.842,0.46,9.216,0.39,6.464,0.31,19.110,0.35,10.402,0.30,13.048,0.43,14.396,0.35,18.008,0.52,17.938,0.60,19.172,0.65,20.298,0.64,23.794,0.66,20.768,0.60,14.744,0.45,24.880,0.65,16.113,0.38,14.802,0.73,13.993,0.49,15.436,0.60,24.442,0.90,22.020,0.71,14.572,0.57,18.515,0.77,15.812,0.94,15.542,0.94,17.140,0.60,8.532,0.33,27.058,0.55,19.336,0.79,18.630,0.84,23.020,0.97,16.534,1.34
53854,BW KAROO BEEF  BILTONG,2,621.499,1.43,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.316,0.86,14.016,1.63,17.478,2.22,9.096,1.28,13.190,1.39,10.640,1.88,16.003,2.63,18.780,2.01,11.898,1.54,15.110,1.67,12.316,1.42,18.256,2.21,21.312,2.22,21.824,2.38,20.452,2.28,22.632,2.07,24.640,1.62,18.250,1.88,20.768,1.89,27.452,2.23,27.060,1.99,24.161,1.71,25.415,2.29,19.330,1.80,20.526,2.05,17.271,2.42,25.046,2.35,19.406,1.93,26.016,1.85,19.067,1.85,18.850,1.92,23.874,2.44,15.048,2.99
34207,BULK STEWING BEEF,2,606.152,0.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.968,0.13,20.718,0.52,37.513,0.79,33.762,0.80,20.438,0.52,10.696,0.25,16.152,0.39,14.692,0.37,22.294,0.40,13.294,0.40,6.426,0.18,14.590,0.25,24.736,0.41,17.320,0.16,32.852,0.50,14.390,0.28,18.719,0.32,3.398,0.06,11.412,0.27,14.800,0.26,7.312,0.12,8.804,0.25,13.574,0.43,24.558,0.70,44.096,1.21,62.514,1.32,11.552,0.26,6.169,0.12,18.888,-0.03,1.686,0.05,7.982,0.20,5.937,0.17,3.072,0.03,3.124,0.05,11.566,0.22,15.784,0.28,5.364,0.18
34170,BEEF SHORTRIB,2,586.454,0.35,52.739,1.62,48.654,1.64,30.552,1.21,28.740,1.18,26.882,0.87,0.000,0.00,11.232,0.33,35.633,1.29,25.635,1.03,23.208,0.54,24.400,1.13,7.210,0.31,13.010,0.35,1.966,0.06,2.286,0.07,18.294,0.55,5.074,0.14,0.000,0.00,2.436,0.06,0.000,0.00,0.476,0.01,12.340,0.25,4.586,0.16,7.843,0.24,3.484,0.09,1.588,0.05,17.540,0.47,19.624,0.55,9.184,0.27,26.792,0.51,4.442,0.12,0.000,0.00,3.224,0.09,5.548,0.14,9.808,0.43,36.455,1.44,25.933,0.92,24.976,0.88,6.832,0.22,7.828,0.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
43008,DELGADO OFF CUTS SNOEK 400G,2,578.000,0.10,8.000,0.07,8.000,0.07,10.000,0.10,4.000,0.04,6.000,0.07,14.000,0.16,16.000,0.17,15.000,0.18,18.000,0.21,25.000,0.18,23.000,0.32,31.000,0.41,38.000,0.40,40.000,0.42,61.000,0.71,64.000,0.72,53.000,0.52,74.000,0.79,36.000,0.33,15.000,0.16,8.000,0.12,7.000,0.08,4.000,0.08,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
45494,1/2 LAMB,2,572.172,0.16,49.658,0.63,0.000,0.00,0.000,0.00,0.000,0.00,5.716,0.08,0.000,0.00,0.000,0.00,56.865,0.93,21.349,0.26,11.332,0.14,9.614,0.18,0.000,0.00,69.445,0.97,63.162,2.17,20.457,0.31,9.733,0.20,0.000,0.00,0.000,0.00,3.408,0.06,0.000,0.00,11.268,0.41,11.370,0.17,0.000,0.00,0.000,0.00,10.442,0.17,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,32.851,0.51,0.000,0.00,10.108,0.14,0.000,0.00,0.000,0.00,5.186,0.14,0.000,0.00,8.928,0.29,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,161.280,0.85,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
45495,WHOLE LAMB,2,551.978,-0.13,0.000,0.00,0.000,0.00,0.000,0.00,8.606,0.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,5.712,0.08,0.000,0.00,0.000,0.00,0.000,0.00,81.903,0.91,17.185,0.29,0.000,0.00,0.000,0.00,27.821,0.55,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,20.457,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,6.395,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,383.899,-7.43,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12197,SPAR S/ST S/RIBS,2,542.000,0.25,37.000,1.02,30.000,1.23,29.000,0.96,29.000,0.60,22.000,0.70,20.000,0.77,49.000,0.96,38.000,1.18,20.000,0.99,36.000,0.52,21.000,0.79,16.000,1.08,10.000,0.20,48.000,1.00,25.000,0.74,37.000,0.76,22.000,1.05,26.000,0.95,21.000,0.47,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.000,0.03,1.000,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.000,0.03,2.000,0.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,1.000,0.03,0.000,0.00,0.000,0.00,0.000,0.00
34255,MUTTON BEST END CHOPS,2,541.593,0.44,1.090,0.05,0.714,0.03,0.000,0.00,0.000,0.00,0.250,0.01,1.304,0.07,0.000,0.00,9.902,0.28,6.364,0.22,3.244,0.16,1.514,0.15,3.019,0.26,6.600,0.42,3.784,0.23,7.122,0.37,0.000,0.00,0.000,0.00,3.154,0.25,1.264,0.09,2.790,0.21,2.226,0.15,2.710,0.09,0.000,0.00,10.608,0.57,10.094,0.37,6.540,0.29,10.992,0.42,12.784,0.51,22.130,0.92,14.634,0.60,21.796,1.19,18.992,1.00,6.882,0.27,23.334,0.69,1.448,0.07,14.330,0.56,29.412,0.91,21.618,0.66,24.607,0.86,23.490,0.89,19.114,0.63,19.122,0.55,25.736,0.67,31.414,0.68,28.192,0.63,17.003,0.32,16.626,0.51,17.226,0.61,25.144,1.04,11.274,0.89
48771,PORK BELLY ROAST,2,528.288,0.24,0.000,0.00,0.000,0.00,0.000,0.00,7.848,0.17,19.854,0.44,21.974,0.67,13.192,0.34,6.224,0.25,10.962,0.38,15.067,0.43,0.000,0.00,2.684,0.05,5.807,0.24,0.000,0.00,35.810,0.40,31.186,0.43,37.774,0.21,23.730,0.37,20.126,0.91,27.554,0.71,4.014,0.07,17.712,0.47,16.792,0.67,11.050,0.21,15.132,0.28,8.514,0.21,4.216,0.09,5.322,0.14,1.838,0.05,0.000,0.00,3.044,0.08,4.004,0.10,4.344,0.09,11.038,0.28,-0.860,-0.04,4.398,0.10,3.126,0.06,20.977,0.32,21.166,0.22,12.316,0.22,11.068,0.20,21.626,0.52,4.336,0.15,11.171,0.30,7.242,0.27,1.786,0.05,0.000,0.00,0.000,0.00,17.344,0.61,5.780,0.29
12142,SPAR YB BEEF SILVERSIDE,2,523.601,0.26,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,17.130,0.52,33.912,0.61,25.266,0.67,69.714,1.10,65.346,0.91,26.356,0.41,40.850,0.70,41.629,1.05,63.651,1.16,40.785,0.88,40.360,1.07,19.671,0.66,23.189,0.67,15.742,0.37,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62009,BILTONG & KAASWORS,2,514.974,0.33,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,38.485,0.89,86.571,1.91,54.092,1.42,46.414,1.21,49.397,1.26,48.517,1.14,46.540,0.80,58.941,1.62,48.923,1.11,36.640,1.19,0.454,0.01,0.000,0.00,0.000,0.00
11139,PORK HOCKS STEW,2,507.475,0.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,31.755,0.33,284.487,2.47,191.233,2.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
62010,BULK BILTONG & KAASWORS,2,506.728,0.24,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,35.588,0.82,76.002,1.31,50.240,0.97,51.696,1.00,41.376,0.79,56.928,0.58,46.908,0.50,54.416,1.05,61.820,1.07,31.754,0.77,0.000,0.00,0.000,0.00,0.000,0.00
56816,MUTTON STEW,2,501.833,0.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,17.228,0.34,29.648,0.44,109.626,1.61,89.203,1.94,38.354,1.29,25.546,0.68,14.554,0.19,9.018,0.12,3.370,0.04,2.818,0.02,1.778,0.05,2.160,0.07,0.628,0.02,11.300,0.35,3.532,0.06,3.032,0.09,11.266,0.31,11.604,0.29,15.900,0.41,26.996,0.56,13.174,0.28,16.372,0.27,9.246,0.25,9.636,0.29,17.870,0.50,7.974,0.43
35005,BRITOS BUDGET PATTIES,2,497.000,0.27,8.000,0.22,1.000,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,2.000,0.06,14.000,0.49,14.000,0.53,28.000,0.48,2.000,0.05,0.000,0.00,10.000,0.20,10.000,0.42,13.000,0.47,10.000,0.32,9.000,0.26,13.000,0.43,7.000,0.20,11.000,0.35,0.000,0.00,0.000,0.00,0.000,0.00,9.000,0.32,22.000,0.59,16.000,0.52,15.000,0.42,13.000,0.38,10.000,0.30,13.000,0.34,24.000,0.66,26.000,0.73,17.000,0.39,14.000,0.24,24.000,0.67,13.000,0.32,35.000,0.78,19.000,0.42,17.000,0.34,12.000,0.26,10.000,0.15,2.000,0.03,0.000,0.00,11.000,0.17,1.000,0.02,0.000,0.00,0.000,0.00,6.000,0.12,16.000,0.31,0.000,0.00
34267,MUTTON SHANK,2,485.670,0.35,2.848,0.13,3.782,0.15,4.080,0.19,8.678,0.53,7.950,0.42,1.894,0.11,1.320,0.07,3.626,0.14,6.534,0.22,5.370,0.16,6.032,0.37,2.337,0.12,6.042,0.17,8.713,0.30,9.108,0.33,10.232,0.52,9.896,0.52,5.549,0.38,6.050,0.36,4.148,0.27,8.196,0.47,12.780,0.20,5.424,0.25,11.704,0.47,12.228,0.44,3.966,0.18,8.912,0.34,10.796,0.43,15.802,0.66,11.886,0.43,15.376,0.60,15.768,0.62,3.926,0.13,13.984,0.34,0.000,0.00,9.468,0.32,20.976,0.64,10.334,0.32,17.357,0.28,17.314,0.44,12.224,0.42,16.590,0.50,16.848,0.45,17.622,0.39,10.576,0.25,18.740,0.31,14.378,0.41,14.376,0.47,15.956,0.53,7.974,0.50
34238, LAMB NIERTJIES,2,485.248,0.13,2.010,0.05,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.806,0.02,0.990,0.02,0.000,0.00,18.618,0.29,21.225,0.32,29.831,0.40,47.847,0.67,17.359,0.24,11.747,0.14,57.744,0.84,16.511,0.25,44.816,0.57,23.886,0.31,34.794,0.42,39.435,0.34,25.870,0.37,0.778,0.01,0.000,0.00,3.394,0.10,8.186,0.24,9.904,0.17,10.424,0.20,0.610,0.01,0.654,0.01,6.210,0.11,2.662,0.04,2.586,0.03,7.188,0.13,3.038,0.05,2.368,0.03,5.022,0.07,3.138,0.04,0.000,0.00,0.000,0.00,1.194,0.01,0.830,0.01,0.000,0.00,5.709,0.06,1.682,0.01,0.000,0.00,8.484,0.17,4.968,0.08,2.730,0.08
34272,PORK BELLY SPARE RIB,2,479.901,0.18,31.489,0.27,33.447,0.73,37.089,0.77,58.797,1.17,14.758,0.23,13.327,0.32,10.510,0.32,9.268,0.15,17.684,0.84,42.744,1.05,17.531,0.70,22.066,-0.32,36.050,0.36,13.510,0.76,11.988,0.76,0.000,0.00,10.550,0.56,8.320,0.48,11.604,0.72,1.708,0.12,0.000,0.00,1.370,0.06,0.000,0.00,0.000,0.00,23.666,0.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,3.394,-0.02,6.063,0.05,9.468,-0.03,23.447,-0.08,0.000,0.00,10.053,0.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34269,OOM SE PLAASWORS,2,470.964,0.25,82.786,3.14,104.452,3.64,100.024,4.03,46.158,1.91,12.154,0.40,51.196,1.74,45.316,1.37,7.692,0.36,1.922,0.09,18.740,0.43,0.524,0.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
12118,BEEF RASHERS,2,467.600,0.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,10.074,0.20,20.470,0.51,36.606,0.90,24.676,0.58,7.522,0.20,36.864,0.87,28.803,0.73,11.652,0.25,28.596,0.67,16.334,0.51,14.178,0.37,12.472,0.55,7.622,0.35,22.658,0.78,9.720,0.41,16.298,0.58,5.484,0.20,9.002,0.41,13.221,0.26,19.468,0.86,14.052,0.70,16.484,0.49,9.128,0.21,11.954,0.44,11.488,0.24,13.090,0.34,7.844,0.20,18.528,0.52,13.312,0.37,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
11140,SPAR YB BELLY B/IN,2,467.134,0.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,41.761,0.58,57.346,1.50,54.308,1.31,43.274,0.94,25.631,0.56,53.868,1.21,15.308,0.44,1.828,0.06,5.718,0.15,8.636,0.24,0.000,0.00,5.428,0.17,9.274,0.20,4.832,0.16,14.872,0.33,7.387,0.15,23.083,0.47,29.497,0.26,0.378,0.00,32.536,0.68,32.169,0.69,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
34201,BULK KALAHARI BOEREWORS,2,453.261,0.18,1.056,0.02,21.122,0.37,12.272,0.25,43.856,0.78,14.014,0.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,4.788,0.13,7.936,0.29,0.926,0.03,0.000,0.00,0.000,0.00,42.496,0.96,39.193,1.15,15.132,0.31,0.000,0.00,0.000,0.00,13.706,0.27,15.078,0.20,19.961,0.49,15.876,0.46,4.056,0.10,0.000,0.00,0.000,0.00,26.102,0.31,0.000,0.00,0.000,0.00,0.000,0.00,30.870,0.38,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,68.713,1.37,0.000,0.00,0.000,0.00,0.000,0.00,56.108,1.20,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
